Date,Open,High,Low,Close,Volume
2025-03-14,105.19,107.08,105.15,106.97,10040800
2025-03-17,106.89,108.48,106.57,107.71,10148800
2025-03-18,106.95,107.06,105.68,106.07,11486600
2025-03-19,106.62,108.71,106.18,107.46,8838600
2025-03-20,106.24,107.86,106.07,106.69,7145200
2025-03-21,105.36,107.12,104.97,106.98,10425400
2025-03-24,108.57,109.07,108.29,108.82,8200200
2025-03-25,108.75,109.32,108.69,109.18,7481800
2025-03-26,108.84,109.10,106.32,106.74,7873000
2025-03-27,106.01,106.61,105.19,105.75,6577800
2025-03-28,105.21,105.63,102.84,103.19,10667600
2025-03-31,101.39,103.47,100.36,103.24,14219000
2025-04-01,102.83,104.08,101.99,104.00,9480200
2025-04-02,102.51,105.63,102.43,104.76,9292000
2025-04-03,99.75,100.35,97.54,97.61,19451400
2025-04-04,94.57,95.32,91.15,91.18,33804600
2025-04-07,87.46,95.90,86.22,91.73,44557800
2025-04-08,95.14,96.42,88.22,89.86,25811400
2025-04-09,90.05,102.49,89.93,101.93,36988800
2025-04-10,98.43,99.10,93.86,97.18,19747600
2025-04-11,96.70,99.60,95.97,99.18,14423200
2025-04-14,102.25,102.32,99.00,100.08,11904400
2025-04-15,100.24,101.21,99.97,100.44,7200000
2025-04-16,97.75,98.79,95.27,96.96,13222400
2025-04-17,97.65,97.65,96.02,96.43,7480800
2025-04-21,94.90,95.14,92.60,93.94,8973400
2025-04-22,95.19,96.79,94.64,96.23,9312800
2025-04-23,99.92,100.97,98.61,99.02,13413800
2025-04-24,100.00,102.86,99.83,102.71,9317000
2025-04-25,102.40,104.43,102.31,104.24,6518400
2025-04-28,104.10,104.61,102.51,104.07,5574400
2025-04-29,103.57,104.99,103.57,104.55,9144400
2025-04-30,102.50,105.38,101.90,104.99,10203800
2025-05-01,107.28,108.28,106.43,106.53,11532800
2025-05-02,107.75,108.81,107.46,108.31,8125400
2025-05-05,107.38,108.50,107.32,107.73,6757000
2025-05-06,106.13,107.62,105.81,106.83,7958200
2025-05-07,106.83,108.38,106.10,107.90,8169400
2025-05-08,108.97,109.97,108.00,108.93,8704400
2025-05-09,109.42,109.62,108.24,108.80,7330000
2025-05-12,113.42,113.89,112.27,113.85,13478200
2025-05-13,114.26,116.69,114.13,116.31,12757200
2025-05-14,116.86,117.53,116.38,117.07,10248000
2025-05-15,116.43,117.89,116.29,117.22,9536400
2025-05-16,117.61,117.61,116.43,117.44,8111600
2025-05-19,115.71,117.54,115.67,117.28,11863000
2025-05-20,116.54,116.86,115.95,116.83,10273200
2025-05-21,115.74,117.36,114.18,114.64,18643600
2025-05-22,114.69,115.70,114.42,114.67,11372000
2025-05-23,112.68,114.14,112.55,113.40,12004000
2025-05-27,115.17,116.26,114.79,116.10,14208400
2025-05-28,116.24,116.71,115.45,115.62,10789200
2025-05-29,117.37,117.49,115.22,115.82,14011800
2025-05-30,115.76,115.82,113.71,115.46,13494000
2025-06-02,115.15,116.54,115.01,116.47,12878800
2025-06-03,116.63,118.32,116.54,118.22,14312400
2025-06-04,118.38,118.77,117.82,118.40,10899200
2025-06-05,118.75,119.79,117.56,118.07,15885200
2025-06-06,119.21,119.73,118.84,119.18,9026000
2025-06-09,119.64,120.50,119.56,119.76,11100600
2025-06-10,119.75,120.61,119.29,120.43,9831600
2025-06-11,120.72,121.21,119.55,120.17,9599600
2025-06-12,120.14,121.57,120.12,121.29,11210400
2025-06-13,119.88,120.79,119.14,119.58,13193800
2025-06-16,120.31,121.88,120.31,121.52,13866200
2025-06-17,121.01,121.86,120.38,120.66,10525400
2025-06-18,120.96,121.57,120.19,120.81,11066000
2025-06-20,121.24,121.64,119.71,120.27,11490600
2025-06-23,120.19,121.54,119.38,121.44,12277000
2025-06-24,122.68,123.77,122.53,123.62,11329400
2025-06-25,124.26,124.86,124.15,124.68,9228600
2025-06-26,125.24,125.74,124.74,125.54,11288400
2025-06-27,125.88,126.36,124.82,125.39,12196600
2025-06-30,126.49,126.96,125.88,126.61,13365200
2025-07-01,126.21,126.47,124.62,125.49,15144800
2025-07-02,125.17,126.89,125.08,126.81,11950200
2025-07-03,127.50,128.87,127.45,128.48,7112800
2025-07-07,127.99,128.32,126.89,127.46,11560800
2025-07-08,128.13,128.39,127.61,128.15,15715200
2025-07-09,128.60,129.40,127.96,128.91,12933600
2025-07-10,129.24,129.35,127.82,128.49,9988600
2025-07-11,127.88,128.68,127.72,127.93,9239000
2025-07-14,127.61,128.13,126.60,127.82,8125200
2025-07-15,129.31,129.62,128.91,128.96,15657000
2025-07-16,129.00,129.43,127.40,129.35,17782600
2025-07-17,129.51,130.74,129.26,130.53,11955000
2025-07-18,131.03,131.07,130.10,130.45,10281000
2025-07-21,130.59,131.51,130.44,130.62,9246600
2025-07-22,130.51,130.60,128.48,129.40,13448800
2025-07-23,129.74,130.32,128.97,130.15,10091800
2025-07-24,130.46,130.95,129.96,130.70,12159600
2025-07-25,130.65,131.32,130.38,130.99,8002000
2025-07-28,131.49,132.07,131.23,132.04,11517600
2025-07-29,132.90,133.63,131.82,132.04,13739000
2025-07-30,132.18,132.79,131.30,132.34,13934600
2025-07-31,134.01,134.01,130.73,131.37,16414400
2025-08-01,129.94,129.99,127.89,128.54,19438000
2025-08-04,129.74,131.17,129.74,131.15,12377000
2025-08-05,131.63,131.74,129.76,130.06,11176000
2025-08-06,130.18,131.70,130.10,131.52,10167000
2025-08-07,132.99,133.21,130.55,131.65,10318000
2025-08-08,132.14,133.11,131.79,132.96,11015800
2025-08-11,132.88,133.48,131.76,132.06,9425400
2025-08-12,132.72,134.14,131.99,134.10,11153800
2025-08-13,134.88,135.02,133.66,134.15,13990200
2025-08-14,133.48,134.32,133.16,133.87,15484400
2025-08-15,133.68,133.68,132.32,132.85,13373200
2025-08-18,132.68,133.26,132.55,133.13,12233800
2025-08-19,133.09,133.12,130.57,130.81,17367000
2025-08-20,130.48,130.48,127.92,129.93,23064200
2025-08-21,129.61,130.13,128.90,129.46,15148600
2025-08-22,129.32,132.07,128.96,131.21,13756000
2025-08-25,131.21,131.74,130.55,130.91,10691800
2025-08-26,131.02,131.69,130.84,131.51,11081000
2025-08-27,131.65,132.38,131.04,132.23,11538600
2025-08-28,132.38,133.55,131.73,133.27,12380600
2025-08-29,132.68,132.71,130.74,131.23,17481200
2025-09-02,128.90,130.02,128.14,129.90,18226000
2025-09-03,130.57,130.93,129.70,130.68,15636600
2025-09-04,130.14,131.38,129.61,131.32,24397400
2025-09-05,132.57,132.62,130.10,131.43,38561800
2025-09-08,132.12,132.90,132.09,132.41,20556000
2025-09-09,132.71,132.81,131.73,132.67,19355000
2025-09-10,135.35,135.99,134.43,135.07,25957200
2025-09-11,135.93,136.12,135.31,135.53,23429200
2025-09-12,135.80,135.93,135.15,135.44,15612200
2025-09-15,135.65,136.69,135.49,136.66,16268000
2025-09-16,136.98,137.07,136.02,136.18,16081400
2025-09-17,136.10,136.26,134.31,135.71,18948600
2025-09-18,137.48,138.46,136.81,138.06,20882600
2025-09-19,138.62,139.59,138.16,139.46,15670800
2025-09-22,139.07,141.45,139.02,141.33,15771200
2025-09-23,141.13,141.37,139.49,140.11,16456400
2025-09-24,140.49,140.49,138.32,139.24,13471000
2025-09-25,137.98,139.35,137.12,139.00,21349600
2025-09-26,139.15,139.54,138.19,139.42,16534000
2025-09-29,140.22,140.96,139.84,140.16,16107400
2025-09-30,140.16,141.07,139.87,140.93,18215200
2025-10-01,140.21,142.41,140.17,142.31,17411200
2025-10-02,143.63,143.66,142.43,143.08,17607800
2025-10-03,143.21,143.94,141.87,142.36,17458000
2025-10-06,144.28,144.72,143.73,143.80,17945600
2025-10-07,144.54,144.75,142.09,142.84,15588400
2025-10-08,143.17,145.35,143.10,145.35,14037800
2025-10-09,145.28,145.41,144.35,145.10,11989400
2025-10-10,145.40,145.67,139.14,139.20,44574600
2025-10-13,142.37,143.06,141.55,142.59,22030400
2025-10-14,140.71,142.19,139.12,140.76,26956800
2025-10-15,142.73,143.29,140.40,142.15,20937600
2025-10-16,143.18,143.81,141.29,142.26,23166200
2025-10-17,141.41,142.93,140.51,142.51,25511600
2025-10-20,143.32,144.71,143.24,144.10,13805200
2025-10-21,144.01,144.68,143.48,144.17,12503800
2025-10-22,144.10,144.42,140.95,142.74,20723200
2025-10-23,142.18,144.77,142.18,144.54,11923400
2025-10-24,146.25,147.29,146.04,146.79,14359600
2025-10-27,148.85,149.63,148.61,149.50,15167000
2025-10-28,150.23,151.57,149.71,150.98,15055200
2025-10-29,152.35,152.99,150.93,152.07,21506200
2025-10-30,151.20,151.98,150.15,150.20,19218600
2025-10-31,151.71,151.82,149.47,150.34,16303800
2025-11-03,151.78,152.11,150.13,150.96,13983600
2025-11-04,148.23,149.20,146.73,146.97,16722600
2025-11-05,146.71,148.74,146.49,147.54,14447000
2025-11-06,147.31,147.47,143.84,144.58,24797400
2025-11-07,143.35,144.12,140.80,144.08,25547000
2025-11-10,146.65,148.04,145.90,147.76,18286400
2025-11-11,146.79,147.05,145.53,146.51,14871600
2025-11-12,147.73,147.73,146.07,146.96,13179200
2025-11-13,146.14,146.34,142.51,143.29,22385800
2025-11-14,140.65,145.38,140.15,144.07,27429600
2025-11-17,142.73,144.29,140.68,141.82,24675400
2025-11-18,140.60,141.32,138.24,139.51,36747600
2025-11-19,139.52,142.06,139.16,140.49,27668800
2025-11-20,143.72,144.26,135.76,136.07,56551800
2025-11-21,136.30,138.42,133.74,136.60,44959000
2025-11-24,137.52,140.35,137.43,139.85,20124800
2025-11-25,138.62,140.59,136.65,140.23,21303400
2025-11-26,141.88,142.49,140.79,141.89,13358800
2025-11-28,142.19,143.13,141.80,143.11,6792200
2025-12-01,141.72,143.60,141.29,143.18,12846600
2025-12-02,144.07,145.51,143.65,144.65,15719000
2025-12-03,143.95,145.10,143.23,144.99,11623200
2025-12-04,145.19,145.79,144.49,145.54,9995200
2025-12-05,146.21,147.31,145.69,146.60,6628000
2025-12-08,147.43,148.38,146.92,147.63,8272800
2025-12-09,147.34,148.25,146.96,148.02,6978200
2025-12-10,147.69,149.22,146.82,148.73,8961100
2025-12-11,147.06,148.13,145.11,147.97,9769300
2025-12-12,146.94,147.08,143.26,143.69,14873200
2025-12-15,144.42,144.63,142.02,142.30,10790300
2025-12-16,141.91,142.97,141.30,142.56,10790900
2025-12-17,142.72,142.84,139.32,139.39,18178700
2025-12-18,141.86,142.42,140.79,141.54,12319500
2025-12-19,142.59,144.62,142.57,144.60,14265900
2025-12-22,146.01,146.01,144.65,145.16,8864500
2025-12-23,144.74,145.98,144.36,145.95,7546100
2025-12-24,145.79,146.50,145.68,146.30,3676300
2025-12-26,146.61,146.98,146.24,146.53,5052900
2025-12-29,145.35,146.38,145.04,145.87,9822300
2025-12-30,145.85,146.26,145.38,145.41,6387400
2025-12-31,145.71,145.80,143.90,143.97,9528400
2026-01-02,145.63,146.52,143.41,144.30,15299500
2026-01-05,146.01,146.39,144.25,144.62,17476300
2026-01-06,145.21,146.77,144.63,146.65,14985700
2026-01-07,146.53,147.38,146.04,146.53,13957100
2026-01-08,145.93,145.93,143.50,144.24,16870100
2026-01-09,144.57,146.58,144.03,146.15,15652600
2026-01-12,145.19,147.29,145.05,146.79,12867200
2026-01-13,146.85,147.52,145.85,146.48,16552200
2026-01-14,145.50,145.93,143.32,144.70,22104200
2026-01-15,146.93,147.57,145.31,145.46,17370900
2026-01-16,146.72,146.95,145.02,145.62,14156700
2026-01-20,143.09,144.10,141.61,141.84,20029200
2026-01-21,142.78,145.04,141.96,143.81,27892800
2026-01-22,145.61,145.70,144.16,144.88,12971600
2026-01-23,144.53,145.83,143.75,145.09,14654500
2026-01-26,145.27,146.71,144.89,146.08,10195600
2026-01-27,147.42,148.62,147.03,148.05,12436200
2026-01-28,149.00,149.90,148.61,149.23,19497400
2026-01-29,147.84,147.93,143.27,146.87,25581000
2026-01-30,146.04,146.75,142.99,143.88,18342600
2026-02-02,143.53,146.15,143.39,145.26,16337600
2026-02-03,145.88,145.97,140.17,142.08,30464500
2026-02-04,140.83,141.01,136.11,138.12,45649500
2026-02-05,137.22,138.48,135.08,135.63,42950900
2026-02-06,138.01,141.47,137.42,141.13,37131900
2026-02-09,140.60,144.03,139.91,143.35,24629500
2026-02-10,143.82,144.15,142.39,142.55,22564300
2026-02-11,144.51,144.76,141.32,142.97,18905700
2026-02-12,143.31,143.77,138.92,139.21,32154700
2026-02-13,139.56,140.91,137.93,139.56,26637100
2026-02-17,138.64,140.45,137.02,139.48,25743800
2026-02-18,140.06,142.12,139.27,140.91,13705800
2026-02-19,140.09,140.71,139.28,140.21,13484000
2026-02-20,139.20,141.75,138.97,140.88,14942400
2026-02-23,140.18,140.65,137.89,138.52,22021900
2026-02-24,139.24,140.94,138.19,140.32,13030600
2026-02-25,141.36,143.34,141.21,143.01,13296000
2026-02-26,142.94,143.01,139.26,141.01,19364900
2026-02-27,138.31,139.77,137.94,138.76,15328600
2026-03-02,137.03,139.96,136.56,139.54,20156700
2026-03-03,136.36,138.33,134.99,137.50,34153000
2026-03-04,138.53,140.63,138.04,139.84,15201400
2026-03-05,139.16,141.26,138.09,140.18,19422500
2026-03-06,137.82,139.83,136.79,137.29,19677200
2026-03-09,135.97,140.21,135.46,139.76,22760900
2026-03-10,139.84,141.39,139.02,139.76,24338500
2026-03-11,140.58,141.59,139.52,140.43,14009200
2026-03-12,139.27,139.75,137.65,137.84,32372800
2026-03-13,138.45,139.71,136.52,136.80,15701800
2026-03-16,138.72,140.08,138.52,138.78,16626400
2026-03-17,139.39,140.27,138.93,139.54,12034600
2026-03-18,139.31,140.07,137.93,137.96,12634500
2026-03-19,136.00,139.17,135.44,138.43,18087900
2026-03-20,137.98,137.98,134.32,135.29,27251800
2026-03-23,137.50,139.20,136.22,136.95,21818500
2026-03-24,136.05,136.92,134.87,136.15,16843900
2026-03-25,137.29,138.00,136.28,136.76,13872400
2026-03-26,135.18,135.52,132.42,132.50,15434600
2026-03-27,131.53,132.05,129.58,129.92,15895200
2026-03-30,131.27,131.55,126.68,127.50,18830000
2026-03-31,129.15,133.22,128.98,132.90,19405300
2026-04-01,134.12,136.05,133.76,134.91,17050100
2026-04-02,131.91,136.04,131.35,135.99,12266200
2026-04-06,136.48,137.25,135.71,136.78,10147600
2026-04-07,136.17,137.49,134.11,137.43,8585500
2026-04-08,143.13,143.56,140.74,141.69,13359000
2026-04-09,141.76,142.19,140.35,142.07,8235100
2026-04-10,142.50,143.56,141.92,142.62,9310100
2026-04-13,142.33,145.67,142.13,145.61,10407700
2026-04-14,146.90,147.94,146.08,147.94,10183300
2026-04-15,148.27,150.37,147.96,150.30,10622500
2026-04-16,150.99,152.18,149.75,152.02,11778000
2026-04-17,154.06,154.81,153.51,154.35,10630400
2026-04-20,154.30,154.75,153.04,154.56,8131600
2026-04-21,155.00,156.07,154.15,154.69,12657300
2026-04-22,156.22,158.16,155.52,158.09,13830400
2026-04-23,156.77,157.80,153.95,155.84,12151400
2026-04-24,158.43,160.40,157.60,160.22,11059800
2026-04-27,160.02,160.62,158.81,160.57,8963900
2026-04-28,157.11,158.64,156.16,157.85,9253000
2026-04-29,158.83,159.15,157.75,159.11,7506900
2026-04-30,159.65,159.80,156.88,159.50,9276400
2026-05-01,160.39,162.29,160.14,161.87,10161800
2026-05-04,162.71,163.24,160.88,162.05,10740000
2026-05-05,163.87,166.02,163.52,165.63,9813500
2026-05-06,167.88,170.08,166.84,170.03,11304700
2026-05-07,170.26,171.95,168.70,169.69,11031500
2026-05-08,171.59,175.60,171.30,175.52,11222200
2026-05-11,176.15,178.30,175.87,177.88,10461800
2026-05-12,176.15,176.99,171.20,175.20,15950700
2026-05-13,177.27,177.74,174.26,176.85,9817900
2026-05-14,177.36,180.22,176.87,179.50,11424900
2026-05-15,176.21,178.70,174.63,176.26,14519000
2026-05-18,177.62,177.85,171.91,174.36,19162600
2026-05-19,172.68,175.18,170.83,173.24,15751400
2026-05-20,174.66,177.25,173.95,177.14,12630300
2026-05-21,175.83,178.98,175.83,178.60,10873200
2026-05-22,180.03,181.73,179.56,180.39,10739900
2026-05-26,183.20,186.00,182.59,185.14,12500300
2026-05-27,186.18,186.27,182.54,184.43,12297400
2026-05-28,184.83,187.58,183.79,186.85,11167600
2026-05-29,189.33,191.63,189.20,191.02,15031700
2026-06-01,192.32,196.50,191.15,195.76,18968800
2026-06-02,196.45,198.38,195.75,198.21,10175200
2026-06-03,198.37,198.73,194.53,196.23,11582100
2026-06-04,191.52,194.74,189.69,193.17,13142600
2026-06-05,188.89,189.22,179.80,180.30,26816100
2026-06-08,185.22,186.71,183.17,184.18,14685000
2026-06-09,185.91,187.08,172.88,180.77,29884400
2026-06-10,178.16,182.41,176.15,176.63,20059800
2026-06-11,177.79,183.66,176.50,183.21,18238400
2026-06-12,183.24,185.84,181.64,184.80,15014300
2026-06-15,190.37,192.08,189.75,191.79,13097800
2026-06-16,191.23,192.25,186.43,186.44,10077200
2026-06-17,189.01,189.99,185.30,185.80,14396100
2026-06-18,190.42,192.00,189.38,191.44,12101600
2026-06-22,192.95,194.30,190.86,192.15,11313000
2026-06-23,184.68,187.25,183.70,184.19,14633600
2026-06-24,184.07,185.66,180.79,183.05,12323700
2026-06-25,188.15,188.41,180.38,184.57,13218200
2026-06-26,181.00,183.11,179.76,181.11,13433900
2026-06-29,183.12,185.66,178.67,185.41,11857000
2026-06-30,185.76,190.94,185.60,190.52,10729900
2026-07-01,186.83,187.98,185.38,185.62,9960300
2026-07-02,185.49,187.38,178.72,180.59,14173100
